arabic_word,english_word,source_id,confidence
كاندهار,Kandahar,56660.0,kaggle
اليجوريان,Alegorian,56661.0,kaggle
ماتسميا,Matsumiya,56662.0,kaggle
سترومين,Strømmen,56663.0,kaggle
كوفي,Coffey,56664.0,kaggle
بروجكتس,Projects,56665.0,kaggle
تومازي,Tommasi,56666.0,kaggle
كونيتش,Konjić,56667.0,kaggle
تاباراز,Tabarez,56668.0,kaggle
كوروش,Kourosh,56669.0,kaggle
كويتا,Ceuta,56670.0,kaggle
بـارديــرا,Bardera,56671.0,kaggle
مبارك,Mobarak,56672.0,kaggle
اكسراي,Aksaray,56673.0,kaggle
توماسو,Tommaso,56674.0,kaggle
نوتيسيسس,Noticias,56675.0,kaggle
سيدناو,Sidnaw,56676.0,kaggle
نيوفيلت,Neufeldt,56677.0,kaggle
راكياتو,Rakiatou,56678.0,kaggle
نولين,Noeleen,56679.0,kaggle
اكيفاك,Ahkivgaq,56680.0,kaggle
زاردوكي,Zardozi,56681.0,kaggle
وايسيتا,Wysetta,56682.0,kaggle
دانون,Danoun,56683.0,kaggle
سامسونغ,Samesung,56684.0,kaggle
سايندي,Syndie,56685.0,kaggle
دنيبروبيتروفيسك,Dnepropetrovsk,56686.0,kaggle
بيلاسوريوس,Bellasarious,56687.0,kaggle
هينسي,Hennesey,56688.0,kaggle
بندي,Bindy,56689.0,kaggle
كيسمبا,Kisimba,56690.0,kaggle
جاااز,Jaazz,56691.0,kaggle
كومبرباتش,Cumberbatch,56692.0,kaggle
جوغنوث,Jugnauth,56693.0,kaggle
دولفوس,Dollfuss,56694.0,kaggle
رايا,Rya,56695.0,kaggle
نيمن,Neeman,56696.0,kaggle
روكينغهام,Rockingham,56697.0,kaggle
لاسيتر,Lassiter,56698.0,kaggle
ريبلوف,Rublev,56699.0,kaggle
مادي,Maddy,56700.0,kaggle
هاني,Hanne,56701.0,kaggle
دومي,Doume,56702.0,kaggle
هانو,Hanno,56703.0,kaggle
سينركس,Cenrex,56704.0,kaggle
ابنداس,Abundas,56705.0,kaggle
هاني,Hanni,56706.0,kaggle
هانو,Hannu,56707.0,kaggle
برونزا,Proenza,56708.0,kaggle
هانس,Hanns,56709.0,kaggle
ماتوسيك,Matussek,56710.0,kaggle
هيكيلا,Heikkila,56711.0,kaggle
ارالون,Arallon,56712.0,kaggle
سوير,Seyr,56713.0,kaggle
موهارت,Morehart,56714.0,kaggle
موراسكو,Marosco,56715.0,kaggle
لوبي,Laube,56716.0,kaggle
كانتيلو,Cantillo,56717.0,kaggle
سيجوندس,Segundus,56718.0,kaggle
غيتنغا,Gitanga,56719.0,kaggle
بابوجي,Babouji,56720.0,kaggle
كوبلنسون,Koplenson,56721.0,kaggle
كسابا,Cassaba,56722.0,kaggle
كريجار,Krejzar,56723.0,kaggle
تريغر,Traeger,56724.0,kaggle
سبيلمان,Szpilman,56725.0,kaggle
ساجاوا,Sagawa,56726.0,kaggle
تيوباني,Tihoobani,56727.0,kaggle
بهايجان,Bhaijaan,56728.0,kaggle
ماكرثي,Maccarthy,56729.0,kaggle
شادش,Shadish,56730.0,kaggle
روزي,Rouzi,56731.0,kaggle
كونديغي,Kondegui,56732.0,kaggle
ملنيكوف,Melnikov,56733.0,kaggle
تالفيتي,Talvitie,56734.0,kaggle
هانتساكير,Huntsacker,56735.0,kaggle
الافيدي,Alaveddy,56736.0,kaggle
تبريز,Tabriz,56737.0,kaggle
جولكو,Jelko,56738.0,kaggle
بالمغرن,Palmgren,56739.0,kaggle
كاسوليدس,Kasoulides,56740.0,kaggle
لاندروكس,Landreaux,56741.0,kaggle
ليبريفيلي,Libreville,56742.0,kaggle
هوشانغ,Houshang,56743.0,kaggle
فارقوهارسن,Farquharson,56744.0,kaggle
رافيلا,Ravilla,56745.0,kaggle
نيركيو,Nirchio,56746.0,kaggle
زولمورزا,Zholmurza,56747.0,kaggle
كونبوي,Conaboy,56748.0,kaggle
سولوف,Soloff,56749.0,kaggle
زميني,Zmiinyi,56750.0,kaggle
تينـو,Teno,56751.0,kaggle
ويلهامسبورغ,Wilhelmsburg,56752.0,kaggle
بازيل,Bazill,56753.0,kaggle
باريلي,Bareilly,56754.0,kaggle
لاوري,Lowrey,56755.0,kaggle
ريسي,Reece,56756.0,kaggle
بلاتخا,Platja,56757.0,kaggle
كوربواسيون,Corporacion,56758.0,kaggle
هيوسن,Hewson,56759.0,kaggle
جينكا,Jennica,56760.0,kaggle
راينجولد,Rheingold,56761.0,kaggle
ستريلا,Starella,56762.0,kaggle
واولغا,Olga,56763.0,kaggle
ديميلا,Danella,56764.0,kaggle
كاساي,Kassaye,56765.0,kaggle
اندريفنا,Andryevna,56766.0,kaggle
بايرون,Byron,56767.0,kaggle
كيرتزنير,Kiertzner,56768.0,kaggle
موراواري,Muruwari,56769.0,kaggle
اغوران,Angueran,56770.0,kaggle
ويجنر,Wegener,56771.0,kaggle
هدرولنديا,Hidrolandia,56772.0,kaggle
ماجيكا,Magika,56773.0,kaggle
منغايا,Mangaia,56774.0,kaggle
رونالدينيو,Ronaidinho,56775.0,kaggle
باتايا,Pattaya,56776.0,kaggle
جـيري,Jerri,56777.0,kaggle
ويلمستاد,Willemstad,56778.0,kaggle
فليكنستاين,Fleckenstein,56779.0,kaggle
غيرود,Giraud,56780.0,kaggle
بايفرت,Pivert,56781.0,kaggle
فيجس,Figs,56782.0,kaggle
ميتشواكان,Michoacan,56783.0,kaggle
ستانسيي,Stainsey,56784.0,kaggle
بربالك,Berbalk,56785.0,kaggle
لورنس,Laurens,56786.0,kaggle
لورنت,Laurent,56787.0,kaggle
سويورت,Soyeurt,56788.0,kaggle
هيرشون,Hirschorn,56789.0,kaggle
اريغي,Arregui,56790.0,kaggle
فوريغ,Vorwig,56791.0,kaggle
كيما,Chema,56792.0,kaggle
بيناتي,Benatti,56793.0,kaggle
دراكماير,Drechmeyer,56794.0,kaggle
بارينو,Parrino,56795.0,kaggle
كوكاتشين,Kokachin,56796.0,kaggle
تيتس,Tiits,56797.0,kaggle
كرولوب,Krolopp,56798.0,kaggle
ساكسلن,Sakslin,56799.0,kaggle
شنغيل,Shangil,56800.0,kaggle
غوليغتلي,Golightly,56801.0,kaggle
سوجا,Suga,56802.0,kaggle
داتمين,Datzman,56803.0,kaggle
بيتيرجوود,Bittergoud,56804.0,kaggle
سبين,Spain,56805.0,kaggle
كاتيس,Kattis,56806.0,kaggle
بيراتولا,Beretola,56807.0,kaggle
ستويكوفيتش,Stojiljković,56808.0,kaggle
ميزوكو,Mitzuko,56809.0,kaggle
تيركوم,Turkim,56810.0,kaggle
نايزجي,Naizgi,56811.0,kaggle
بيركا,Perica,56812.0,kaggle
هارلو,Harlow,56813.0,kaggle
غالفترون,Galvatron,56814.0,kaggle
غروتزنر,Gruetzner,56815.0,kaggle
ستايلس,Styles,56816.0,kaggle
وليام,William,56817.0,kaggle
هيلير,Hillier,56818.0,kaggle
داركنلي,Dharkenley,56819.0,kaggle
رادتسكي,Radetzki,56820.0,kaggle
انيشكا,Anechka,56821.0,kaggle
غرزيبووسكي,Grzybowski,56822.0,kaggle
هاورد,Hurd,56823.0,kaggle
نيكوهارف,Nikooharf,56824.0,kaggle
كولي,Cooley,56825.0,kaggle
برلينر,Berliner,56826.0,kaggle
بيرسيفال,Percival,56827.0,kaggle
كرستينسن,Karstensen,56828.0,kaggle
فورسيذي,Forsythe,56829.0,kaggle
موتاري,Moutari,56830.0,kaggle
بينافياني,Benivieni,56831.0,kaggle
مسراني,Masrani,56832.0,kaggle
كازيرابغاني,Kazirabegeni,56833.0,kaggle
لوتشيتو,Luchito,56834.0,kaggle
غيرينغ,Gehring,56835.0,kaggle
غواثمي,Gwathmey,56836.0,kaggle
فانتينو,Vintano,56837.0,kaggle
بوبيرللا,Booberella,56838.0,kaggle
كونغاييفا,Kungaeva,56839.0,kaggle
ارغيليس,Arguelles,56840.0,kaggle
زواييك,Zwyiec,56841.0,kaggle
بوسونيا,Pussonia,56842.0,kaggle
بارلو,Parlow,56843.0,kaggle
ديشوالا,Dishwalla,56844.0,kaggle
غيلكريست,Gilchrest,56845.0,kaggle
كارتوس,Kartoos,56846.0,kaggle
جوسلين,Jocelyne,56847.0,kaggle
هودينغ,Hviding,56848.0,kaggle
زفاتشولا,Zvachula,56849.0,kaggle
فيرني,Vergne,56850.0,kaggle
سيكاندار,Sikander,56851.0,kaggle
سبيكي,Spikie,56852.0,kaggle
ماينهارد,Meinhard,56853.0,kaggle
غوردوف,Gurudev,56854.0,kaggle
يوكليس,Youkilis,56855.0,kaggle
بنديكت,Benedikt,56856.0,kaggle
كوكماير,Coakmeyer,56857.0,kaggle
غانم,Ghanim,56858.0,kaggle
بنمنغيلي,Binmangili,56859.0,kaggle
روسكوي,Russkoe,56860.0,kaggle
ليدرمان,Luderman,56861.0,kaggle
سارجنت,Sargent,56862.0,kaggle
زوروف,Zhrov,56863.0,kaggle
لوفونغي,Luvungui,56864.0,kaggle
ويتبريد,Whitbread,56865.0,kaggle
دينينغ,Denning,56866.0,kaggle
فولك,Faulk,56867.0,kaggle
كيترون,Citroen,56868.0,kaggle
ياني,Yanny,56869.0,kaggle
يانو,Yanno,56870.0,kaggle
كيشتونجا,Kishtonga,56871.0,kaggle
ياني,Yanni,56872.0,kaggle
سبافورد,Spafford,56873.0,kaggle
زوربا,Zeruba,56874.0,kaggle
كاراباليدا,Caraballeda,56875.0,kaggle
هالفيرسون,Halvorson,56876.0,kaggle
جليدان,Julaidan,56877.0,kaggle
شايفر,Shaffer,56878.0,kaggle
مبارك,Mubarak,56879.0,kaggle
مكغهي,Mcghehey,56880.0,kaggle
نورنبرغ,Nürnberg,56881.0,kaggle
ديكس,Deacks,56882.0,kaggle
سوكارونوبوتري,Suekaronoputri,56883.0,kaggle
كولدر,Kaulder,56884.0,kaggle
فيليببوس,Phillippos,56885.0,kaggle
كاييخاس,Callejas,56886.0,kaggle
روكواي,Rochway,56887.0,kaggle
فاندرفيلد,Vanderfield,56888.0,kaggle
تايشا,Tysha,56889.0,kaggle
شاتيغودود,Shattigudud,56890.0,kaggle
جامبي,Giambi,56891.0,kaggle
ترانسوورد,Transworld,56892.0,kaggle
ويتزليبن,Witzleben,56893.0,kaggle
تواغيرايزو,Twagirayezu,56894.0,kaggle
سولافان,Sullavan,56895.0,kaggle
جيرك,Jeric,56896.0,kaggle
ابرفورث,Aberforth,56897.0,kaggle
سنترون,Sentron,56898.0,kaggle
ليجس,Legs,56899.0,kaggle
ويزا,Wisa,56900.0,kaggle
كورتيز,Koretz,56901.0,kaggle
ديكيرت,Deckert,56902.0,kaggle
راجندرا,Rajendra,56903.0,kaggle
تخار,Takhar,56904.0,kaggle
هاندراونا,Hendrawna,56905.0,kaggle
ماكرودي,Macredie,56906.0,kaggle
رينغولد,Reingold,56907.0,kaggle
كبريتي,Kabariti,56908.0,kaggle
ليونوينس,Leonowens,56909.0,kaggle
مينسي,Mincie,56910.0,kaggle
غامبيل,Gumbel,56911.0,kaggle
داسيو,Dacio,56912.0,kaggle
كريبس,Cribbs,56913.0,kaggle
دريدن,Dryden,56914.0,kaggle
بيرغن,Bergen,56915.0,kaggle
بيرجسون,Bergson,56916.0,kaggle
محمـد,Mohamed,56917.0,kaggle
زوزي,Zooey,56918.0,kaggle
لاجاش,Lagash,56919.0,kaggle
غزالي,Ghazali,56920.0,kaggle
كاوني,Conny,56921.0,kaggle
باريسبور,Parsipur,56922.0,kaggle
فينيرو,Veniero,56923.0,kaggle
كوبيللو,Copello,56924.0,kaggle
دورمان,Dormann,56925.0,kaggle
لوكس,Lukes,56926.0,kaggle
هوبسباوم,Hobsbawm,56927.0,kaggle
انطون,Antun,56928.0,kaggle
تونكارا,Tounkara,56929.0,kaggle
بوخايا,Bojaya,56930.0,kaggle
ستايبلس,Staples,56931.0,kaggle
نوريللي,Norelli,56932.0,kaggle
بيرنبوم,Birnbaum,56933.0,kaggle
مامادو,Mamadou,56934.0,kaggle
راميتستاينر,Rametsteiner,56935.0,kaggle
ميرا,Myrra,56936.0,kaggle
كابكوفا,Kapkowa,56937.0,kaggle
فويشيتا,Voichita,56938.0,kaggle
كيناربن,Kenarban,56939.0,kaggle
كوزوسكي,Kosowski,56940.0,kaggle
ياكوف,Yaakov,56941.0,kaggle
سوهيون,Suhyeon,56942.0,kaggle
غوتام,Gautam,56943.0,kaggle
سبايدرمان,Spiderman,56944.0,kaggle
نيبوموسينو,Nepomuceno,56945.0,kaggle
فيلاهرموزا,Villahermosa,56946.0,kaggle
فيرجيلو,Virgilo,56947.0,kaggle
ياوجي,Yaojie,56948.0,kaggle
بيزارو,Bizarro,56949.0,kaggle
مادالينا,Maddalena,56950.0,kaggle
كابانيلاس,Cabanillas,56951.0,kaggle
كوتابالي,Kotthapally,56952.0,kaggle
كارستن,Karsten,56953.0,kaggle
كوزينكامب,Keuzenkamp,56954.0,kaggle
فيرين,Verein,56955.0,kaggle
الحربي,Alharbi,56956.0,kaggle
فاسيلياكيس,Vassiliakis,56957.0,kaggle
لوبلسكي,Lubelskie,56958.0,kaggle
كرنيجان,Kernigan,56959.0,kaggle
جيجي,Jijii,56960.0,kaggle
جيروم,Jeroham,56961.0,kaggle
كولون,Kowloon,56962.0,kaggle
فيلارومانيك,Philarmonic,56963.0,kaggle
بلجوركا,Bulgurca,56964.0,kaggle
رينيك,Rennick,56965.0,kaggle
كوسليوغيتش,Kušljugić,56966.0,kaggle
زيبريس,Zypries,56967.0,kaggle
داجيث,Dageth,56968.0,kaggle
بريكتسر,Brickster,56969.0,kaggle
بلاسيتاس,Placetas,56970.0,kaggle
فلين,Flinn,56971.0,kaggle
كايغاما,Kaigama,56972.0,kaggle
سيغريت,Seguret,56973.0,kaggle
موغويون,Mogollon,56974.0,kaggle
باتليس,Buttles,56975.0,kaggle
باتلر,Buttler,56976.0,kaggle
شيبرغان,Sheberghan,56977.0,kaggle
غرابديان,Garabedian,56978.0,kaggle
زاتنسكايا,Zastenskaya,56979.0,kaggle
بيزانسون,Besancon,56980.0,kaggle
هيلس,Heelis,56981.0,kaggle
نيوزبيبرسيد,Newspaperseed,56982.0,kaggle
هيرتزل,Herzel,56983.0,kaggle
بيغانو,Pagano,56984.0,kaggle
شانديرمان,Schinderman,56985.0,kaggle
جافي,Jaffey,56986.0,kaggle
ميتاكس,Metaxas,56987.0,kaggle
لوردكيباندزي,Lordkipanidze,56988.0,kaggle
بلغرافيا,Belgravia,56989.0,kaggle
ليفكويز,Lefkowitz,56990.0,kaggle
كيدنر,Kidner,56991.0,kaggle
هايديكر,Heidecker,56992.0,kaggle
ديرهالك,Derhlek,56993.0,kaggle
ليجوريو,Ligorio,56994.0,kaggle
ابوماتوكس,Appomattox,56995.0,kaggle
باتيسون,Pattison,56996.0,kaggle
باربار,Barabar,56997.0,kaggle
لاغورين,Ligurian,56998.0,kaggle
راماشاندرا,Ramachandra,56999.0,kaggle
ناتجوب,Nutjob,57000.0,kaggle
بيترو,Petrou,57001.0,kaggle
هولمان,Hollman,57002.0,kaggle
شماخا,Shemakha,57003.0,kaggle
بيتري,Pietari,57004.0,kaggle
روكيمانغانيسي,Rukemangani,57005.0,kaggle
زاجاك,Zajak,57006.0,kaggle
برينكهوف,Brinkhof,57007.0,kaggle
نوري,Nurei,57008.0,kaggle
رودريجو,Roderigo,57009.0,kaggle
ميسا,Maisa,57010.0,kaggle
راتاناك,Rattanak,57011.0,kaggle
كجروال,Kejriwal,57012.0,kaggle
برابوو,Prabowo,57013.0,kaggle
ويلهيفين,Wellhaven,57014.0,kaggle
مايزي,Maisy,57015.0,kaggle
بريتاني,Britanny,57016.0,kaggle
توتسان,Totsuan,57017.0,kaggle
ناتاليغاوا,Natelegawa,57018.0,kaggle
هدسون,Hudson,57019.0,kaggle
وولف,Wollf,57020.0,kaggle
واينغارد,Wyngaard,57021.0,kaggle
كيلنر,Kilner,57022.0,kaggle
سكسبومبز,Sexxbombz,57023.0,kaggle
منزيلا,Manzila,57024.0,kaggle
كافاليري,Cavalleri,57025.0,kaggle
روجيل,Rogel,57026.0,kaggle
بلايكي,Blaikie,57027.0,kaggle
كفابشارا,Kvabchara,57028.0,kaggle
سترلساو,Strelsau,57029.0,kaggle
بوليت,Pollitt,57030.0,kaggle
جامشدبور,Jamshedpur,57031.0,kaggle
سالو,Salou,57032.0,kaggle
غابارون,Gabarron,57033.0,kaggle
دنفري,Dunfrey,57034.0,kaggle
بارنسدايل,Barnsdall,57035.0,kaggle
شوان,Schwahn,57036.0,kaggle
بيكايتيس,Pikitis,57037.0,kaggle
هاجريان,Hajjarian,57038.0,kaggle
ساوثكوت,Southcott,57039.0,kaggle
فيزاروت,Visarut,57040.0,kaggle
ويلوبروك,Willowbrook,57041.0,kaggle
روسايث,Rosyth,57042.0,kaggle
ناسيمينتو,Nacimiento,57043.0,kaggle
سيلفستريني,Silvestrini,57044.0,kaggle
مالاغا,Mallaga,57045.0,kaggle
وندرك,Wondrak,57046.0,kaggle
بيترزمارك,Petersmark,57047.0,kaggle
مولانا,Maulana,57048.0,kaggle
لوتير,Loutier,57049.0,kaggle
ليسبنارد,Lispenard,57050.0,kaggle
بنوايسا,Bunoaica,57051.0,kaggle
ياحون,Yahoun,57052.0,kaggle
باريل,Barrell,57053.0,kaggle
ولتزر,Wiltzer,57054.0,kaggle
كونيا,Kuniya,57055.0,kaggle
فيرالي,Virally,57056.0,kaggle
كابوتا,Kapoeta,57057.0,kaggle
الانومالوكاريس,Anomalocaris,57058.0,kaggle
زيتز,Zeitz,57059.0,kaggle
تويفينين,Toivonen,57060.0,kaggle
ديويندت,Dewindt,57061.0,kaggle
فيدريكو,Federico,57062.0,kaggle
بتروفسكي,Pretrovsky,57063.0,kaggle
فاسيلي,Vasilly,57064.0,kaggle
غوتيريس,Gutteres,57065.0,kaggle
ابليان,Abelian,57066.0,kaggle
اماروت,Amaurot,57067.0,kaggle
غاريتون,Garreton,57068.0,kaggle
انتيرو,Antero,57069.0,kaggle
العلوي,Allawi,57070.0,kaggle
سانوف,Sarnov,57071.0,kaggle
مورسيل,Mutsel,57072.0,kaggle
زربان,Zerban,57073.0,kaggle
بورزتشفسكي,Borschevsky,57074.0,kaggle
بيـردي,Berty,57075.0,kaggle
ديرو,Dheeru,57076.0,kaggle
كيبون,Kebbon,57077.0,kaggle
ستيفانيدس,Stephanides,57078.0,kaggle
فليما,Vellema,57079.0,kaggle
وكتدبير,October,57080.0,kaggle
بوشينسكايا,Puchinskaya,57081.0,kaggle
بوولس,Powells,57082.0,kaggle
بالشين,Baldschun,57083.0,kaggle
هنيديغي,Hennedige,57084.0,kaggle
انتيليس,Antilles,57085.0,kaggle
بيجير,Bergher,57086.0,kaggle
مثوسليكس,Methusalix,57087.0,kaggle
كرسموكاه,Chrismukkah,57088.0,kaggle
موتزيكورتو,Mozzecurto,57089.0,kaggle
زيلاند,Zealand,57090.0,kaggle
بييو,Pihu,57091.0,kaggle
تروشو,Trucho,57092.0,kaggle
رازيجا,Raszeja,57093.0,kaggle
غوباياس,Gobias,57094.0,kaggle
غيتلن,Gitlin,57095.0,kaggle
هالنـد,Haland,57096.0,kaggle
زافاروني,Zaffaroni,57097.0,kaggle
تراب,Trapp,57098.0,kaggle
هورايزونس,Horizons,57099.0,kaggle
وسعيا,Wspa,57100.0,kaggle
اشتون,Ashtahn,57101.0,kaggle
فونغلوكام,Vonglokham,57102.0,kaggle
فورتيغن,Vortigan,57103.0,kaggle
وايلدكاتس,Wildcats,57104.0,kaggle
اميليا,Ameiia,57105.0,kaggle
سنتوري,Suntory,57106.0,kaggle
ارسينييقا,Arsiniega,57107.0,kaggle
غونارسدوتر,Gunnarsdotter,57108.0,kaggle
سوداتو,Saudatu,57109.0,kaggle
موراليدار,Muralidhar,57110.0,kaggle
وزنياك,Wozniak,57111.0,kaggle
هستر,Hester,57112.0,kaggle
كمبيوترون,Computron,57113.0,kaggle
ديفيرسيلي,Devercelli,57114.0,kaggle
روجيليو,Rogelio,57115.0,kaggle
بوميرسي,Pontmercy,57116.0,kaggle
ساندرام,Sundram,57117.0,kaggle
جعفريان,Jafarian,57118.0,kaggle
كريدن,Creeden,57119.0,kaggle
تكاكي,Takaki,57120.0,kaggle
ماثيسون,Matthewson,57121.0,kaggle
هوتيرس,Hooters,57122.0,kaggle
غوتشيف,Gochev,57123.0,kaggle
فايسترابور,Vastrapur,57124.0,kaggle
كارلجرين,Carlgren,57125.0,kaggle
رانيون,Runnion,57126.0,kaggle
نيميروف,Nemiroff,57127.0,kaggle
يوستربا,Yustrepa,57128.0,kaggle
كاتومبا,Katoomba,57129.0,kaggle
ريفيرا,Reguera,57130.0,kaggle
ويدجيري,Widgery,57131.0,kaggle
بنيك,Benik,57132.0,kaggle
بنين,Benin,57133.0,kaggle
سانغمليما,Sangmelima,57134.0,kaggle
كلورا,Clorera,57135.0,kaggle
نيراماسوهوكو,Nyiramasuhuko,57136.0,kaggle
ساريدج,Surridge,57137.0,kaggle
بلمبي,Palumbi,57138.0,kaggle
برودر,Brouder,57139.0,kaggle
كوروس,Kouros,57140.0,kaggle
هامنت,Hement,57141.0,kaggle
كونكانون,Concannon,57142.0,kaggle
كونينيونيز,Quinonez,57143.0,kaggle
كتسيري,Ketsiri,57144.0,kaggle
غايلتاشت,Gaeltacht,57145.0,kaggle
كيوتستوري,Cutestory,57146.0,kaggle
فيسبول,Vympel,57147.0,kaggle
شالا,Shalla,57148.0,kaggle
فارس,Faris,57149.0,kaggle
فرداك,Vardak,57150.0,kaggle
بانو,Panou,57151.0,kaggle
جـورج,George,57152.0,kaggle
ادولا,Adulla,57153.0,kaggle
كوميدي,Comedie,57154.0,kaggle
كروس,Chros,57155.0,kaggle
الارتيميا,Artemia,57156.0,kaggle
سبيلبيرغ,Spielburg,57157.0,kaggle
بريزيفونكو,Berezovenko,57158.0,kaggle
ساكسيو,Saccio,57159.0,kaggle
بوريتـي,Porretti,57160.0,kaggle
شنابلي,Schnebly,57161.0,kaggle
ميركانداني,Mirchandani,57162.0,kaggle
كلاندرمان,Klandermann,57163.0,kaggle
ساندمان,Sandeman,57164.0,kaggle
بختيار,Bakhtiar,57165.0,kaggle
ديتشين,Dechen,57166.0,kaggle
نيكارجوا,Nicaragua,57167.0,kaggle
يانكو,Yankeu,57168.0,kaggle
دولسيا,Dulcea,57169.0,kaggle
يانكل,Yankel,57170.0,kaggle
كاركاس,Karass,57171.0,kaggle
يومكيللا,Yumkella,57172.0,kaggle
فراونراث,Frauenrath,57173.0,kaggle
باونسي,Pouncey,57174.0,kaggle
ينانا,Inanna,57175.0,kaggle
رينتريا,Renteria,57176.0,kaggle
ريشتشينسكي,Rishchynski,57177.0,kaggle
ايواني,Aioanei,57178.0,kaggle
باتشي,Patxi,57179.0,kaggle
نبراسكا,Nebraska,57180.0,kaggle
سكوبلتشي,Skoplje,57181.0,kaggle
تيبستي,Tibesti,57182.0,kaggle
فريسيل,Frissell,57183.0,kaggle
مينزرم,Menzrum,57184.0,kaggle
كلينون,Clennon,57185.0,kaggle
بيتانكورت,Betancourt,57186.0,kaggle
زويجا,Zoega,57187.0,kaggle
هيومانز,Humanz,57188.0,kaggle
كاسيسي,Cassese,57189.0,kaggle
كيتانو,Caetano,57190.0,kaggle
سافاس,Savvas,57191.0,kaggle
ينجبوابان,Yingbuaban,57192.0,kaggle
شويمر,Schwimmer,57193.0,kaggle
ويبيجايل,Webbigail,57194.0,kaggle
باديباوانغي,Badibangui,57195.0,kaggle
ماييشا,Myeisha,57196.0,kaggle
مكنيل,Mcneill,57197.0,kaggle
بارا,Parra,57198.0,kaggle
رمداب,Rimdap,57199.0,kaggle
لوبكيمان,Luebkeman,57201.0,kaggle
متهولي,Mthuli,57202.0,kaggle
غويزهو,Guizhou,57203.0,kaggle
فروم,Vroom,57204.0,kaggle
موبوندو,Mopono,57205.0,kaggle
ناغي,Nagyi,57206.0,kaggle
تينوختيتلان,Tenochtitlan,57207.0,kaggle
كوفينتون,Covington,57208.0,kaggle
انتيباتر,Antipater,57209.0,kaggle
كوتوسوكي,Kutsuki,57210.0,kaggle
توسورو,Tessaro,57211.0,kaggle
ووكفورد,Wakeford,57212.0,kaggle
غزراوي,Ghezraoui,57213.0,kaggle
سنايبس,Snipes,57214.0,kaggle
بيبيدرو,Peppidro,57215.0,kaggle
بيلوتي,Bilotti,57216.0,kaggle
فيرتينتيس,Vertientes,57217.0,kaggle
هارلين,Harlon,57218.0,kaggle
جمالي,Jimaale,57219.0,kaggle
كرمنشاه,Kermanshah,57220.0,kaggle
ترازان,Tarzan,57221.0,kaggle
كرمانشهر,Kermanshar,57222.0,kaggle
سريبرينتسا,Srebrinica,57223.0,kaggle
جانفي,Jahnvi,57224.0,kaggle
كالال,Kallal,57225.0,kaggle
مكاردي,Mccardy,57226.0,kaggle
فاكتروف,Victorov,57227.0,kaggle
سوكا,Sokka,57228.0,kaggle
ستروي,Struwe,57229.0,kaggle
اريبا,Arhiba,57230.0,kaggle
ريتمن,Reitman,57231.0,kaggle
سوانيكي,Swannekke,57232.0,kaggle
لوفلر,Loeffler,57233.0,kaggle
موسير,Mosier,57234.0,kaggle
فريتيوف,Fritjof,57235.0,kaggle
مجدات,Müjdat,57236.0,kaggle
توتون,Towton,57237.0,kaggle
غولبريشي,Gulripshi,57238.0,kaggle
وايرس,Wiress,57239.0,kaggle
كليمي,Clemmy,57240.0,kaggle
براولي,Brawley,57241.0,kaggle
ستاروبروميسلوفسكي,Staropromyslovskii,57242.0,kaggle
دامغورد,Damgaard,57243.0,kaggle
لاتيم,Latium,57244.0,kaggle
ليكيرمان,Likierman,57245.0,kaggle
هايزر,Hayzer,57246.0,kaggle
غروسهان,Grosszahn,57247.0,kaggle
هورتادو,Hurtdo,57248.0,kaggle
لاورنتين,Laurentin,57249.0,kaggle
زيريهون,Zerihoun,57250.0,kaggle
ارادنا,Aradhana,57251.0,kaggle
ستاماتوبولو,Stamatopoulou,57252.0,kaggle
ليسكانو,Lizcano,57253.0,kaggle
سيغارشي,Sigarchi,57254.0,kaggle
مارياتا,Marjatta,57255.0,kaggle
بوهن,Bohen,57256.0,kaggle
تكلا,Tekla,57257.0,kaggle
برون,Bruun,57258.0,kaggle
ميليت,Millett,57259.0,kaggle
سماييفيتش,Smajević,57260.0,kaggle
تكلو,Teklu,57261.0,kaggle
نوبلس,Nobles,57262.0,kaggle
غروفسكي,Gruevski,57263.0,kaggle
يتكين,Yetken,57264.0,kaggle
بيرشفيلد,Birchfield,57265.0,kaggle
فوجوتا,Foujita,57266.0,kaggle
داندو,Donado,57267.0,kaggle
ساوانت,Sawrant,57268.0,kaggle
سيدهي,Siddhi,57269.0,kaggle
غوادالوبي,Guadeloupe,57270.0,kaggle
كالامارد,Callamard,57271.0,kaggle
بيلوفسكايا,Baylovskaya,57272.0,kaggle
هيتارو,Heitaro,57273.0,kaggle
زارنو,Zarnow,57274.0,kaggle
مكانوث,Maccanoth,57275.0,kaggle
فالديفيسو,Valdivieso,57276.0,kaggle
خانقين,Khaneghin,57277.0,kaggle
مكروبغي,Mcprobie,57278.0,kaggle
راشـيل,Rachel,57279.0,kaggle
بنغول,Bingol,57280.0,kaggle
تيبولت,Tybalt,57281.0,kaggle
لويلا,Louella,57282.0,kaggle
اتناسيو,Attanasio,57283.0,kaggle
استوال,Astwell,57284.0,kaggle
ميكربوت,Makerbot,57285.0,kaggle
سيسوكو,Sissoko,57286.0,kaggle
اكثيون,Accion,57287.0,kaggle
لويت,Lewitt,57288.0,kaggle
ميزا,Mieza,57289.0,kaggle
توتال,Tootal,57290.0,kaggle
بيريزنيتو,Pereznieto,57291.0,kaggle
سلطاني,Sultani,57292.0,kaggle
دويزبورغ,Duisburg,57293.0,kaggle
والجرين,Walgreen,57294.0,kaggle
